origin,destination.ziekenhuis_naam,destination.volledig_adres,destination.ziekenhuis,destination.geom,id,rank,section,departure,arrival,type,mode,distance,duration,duration_base,consumption,tolls
64015E082,CENTRE HOSPITALIER REGIONAL DE HUY,"RUE DES TROIS PONTS 2, 4500, HUY","CENTRE HOSPITALIER REGIONAL DE HUY -- RUE DES TROIS PONTS 2, 4500, HUY","c(5.24023423299988, 50.5142863)",1,1,1,2025-10-11T08:00:00Z,2025-10-11T08:15:30Z,vehicle,car,10449,930,798,4.2423,0
64015E091,CENTRE HOSPITALIER REGIONAL DE HUY,"RUE DES TROIS PONTS 2, 4500, HUY","CENTRE HOSPITALIER REGIONAL DE HUY -- RUE DES TROIS PONTS 2, 4500, HUY","c(5.24023423299988, 50.5142863)",1,1,1,2025-10-11T08:00:00Z,2025-10-11T08:18:30Z,vehicle,car,13022,1110,954,5.6316,0
64075D00-,CENTRE HOSPITALIER REGIONAL DE HUY,"RUE DES TROIS PONTS 2, 4500, HUY","CENTRE HOSPITALIER REGIONAL DE HUY -- RUE DES TROIS PONTS 2, 4500, HUY","c(5.24023423299988, 50.5142863)",1,1,1,2025-10-11T08:00:00Z,2025-10-11T08:24:00Z,vehicle,car,19596,1440,1294,7.2367,0
64075D09-,CENTRE HOSPITALIER REGIONAL DE HUY,"RUE DES TROIS PONTS 2, 4500, HUY","CENTRE HOSPITALIER REGIONAL DE HUY -- RUE DES TROIS PONTS 2, 4500, HUY","c(5.24023423299988, 50.5142863)",1,1,1,2025-10-11T08:00:00Z,2025-10-11T08:24:37Z,vehicle,car,19906,1477,1319,7.3586,0
83012F10-,CENTRE HOSPITALIER REGIONAL DE HUY,"RUE DES TROIS PONTS 2, 4500, HUY","CENTRE HOSPITALIER REGIONAL DE HUY -- RUE DES TROIS PONTS 2, 4500, HUY","c(5.24023423299988, 50.5142863)",1,1,1,2025-10-11T08:00:00Z,2025-10-11T08:29:37Z,vehicle,car,28602,1777,1669,9.482,0
83012F19-,CENTRE HOSPITALIER REGIONAL DE HUY,"RUE DES TROIS PONTS 2, 4500, HUY","CENTRE HOSPITALIER REGIONAL DE HUY -- RUE DES TROIS PONTS 2, 4500, HUY","c(5.24023423299988, 50.5142863)",1,1,1,2025-10-11T08:00:00Z,2025-10-11T08:30:10Z,vehicle,car,28839,1810,1702,9.6538,0
83012G00-,CENTRE HOSPITALIER REGIONAL DE HUY,"RUE DES TROIS PONTS 2, 4500, HUY","CENTRE HOSPITALIER REGIONAL DE HUY -- RUE DES TROIS PONTS 2, 4500, HUY","c(5.24023423299988, 50.5142863)",1,1,1,2025-10-11T08:00:00Z,2025-10-11T08:23:26Z,vehicle,car,22917,1406,1308,7.0016,0
83012G09-,CENTRE HOSPITALIER REGIONAL DE HUY,"RUE DES TROIS PONTS 2, 4500, HUY","CENTRE HOSPITALIER REGIONAL DE HUY -- RUE DES TROIS PONTS 2, 4500, HUY","c(5.24023423299988, 50.5142863)",1,1,1,2025-10-11T08:00:00Z,2025-10-11T08:24:24Z,vehicle,car,23381,1464,1360,7.5522,0
83012G10-,CENTRE HOSPITALIER REGIONAL DE HUY,"RUE DES TROIS PONTS 2, 4500, HUY","CENTRE HOSPITALIER REGIONAL DE HUY -- RUE DES TROIS PONTS 2, 4500, HUY","c(5.24023423299988, 50.5142863)",1,1,1,2025-10-11T08:00:00Z,2025-10-11T08:26:11Z,vehicle,car,25332,1571,1455,8.4593,0
83012G19-,CENTRE HOSPITALIER REGIONAL DE HUY,"RUE DES TROIS PONTS 2, 4500, HUY","CENTRE HOSPITALIER REGIONAL DE HUY -- RUE DES TROIS PONTS 2, 4500, HUY","c(5.24023423299988, 50.5142863)",1,1,1,2025-10-11T08:00:00Z,2025-10-11T08:26:24Z,vehicle,car,27038,1584,1478,9.13,0
