origin,destination.ziekenhuis_naam,destination.volledig_adres,destination.ziekenhuis,destination.geom,id,rank,section,departure,arrival,type,mode,distance,duration,duration_base,consumption,tolls
21001A95-,HOPITAL ERASME (ULB),"ROUTE DE LENNIK 808, 1070, BRUXELLES (ANDERLECHT)","HOPITAL ERASME (ULB) -- ROUTE DE LENNIK 808, 1070, BRUXELLES (ANDERLECHT)","c(4.26493487872077, 50.8138125)",1,1,1,2025-10-11T08:00:00Z,2025-10-11T08:10:01Z,vehicle,car,5686,601,552,2.6584,0
21007A01-,HOPITAL ERASME (ULB),"ROUTE DE LENNIK 808, 1070, BRUXELLES (ANDERLECHT)","HOPITAL ERASME (ULB) -- ROUTE DE LENNIK 808, 1070, BRUXELLES (ANDERLECHT)","c(4.26493487872077, 50.8138125)",1,1,1,2025-10-11T08:00:00Z,2025-10-11T08:11:24Z,vehicle,car,8379,684,652,3.4968,0
21007A03-,HOPITAL ERASME (ULB),"ROUTE DE LENNIK 808, 1070, BRUXELLES (ANDERLECHT)","HOPITAL ERASME (ULB) -- ROUTE DE LENNIK 808, 1070, BRUXELLES (ANDERLECHT)","c(4.26493487872077, 50.8138125)",1,1,1,2025-10-11T08:00:00Z,2025-10-11T08:11:23Z,vehicle,car,8322,683,655,3.4469,0
21007A04-,HOPITAL ERASME (ULB),"ROUTE DE LENNIK 808, 1070, BRUXELLES (ANDERLECHT)","HOPITAL ERASME (ULB) -- ROUTE DE LENNIK 808, 1070, BRUXELLES (ANDERLECHT)","c(4.26493487872077, 50.8138125)",1,1,1,2025-10-11T08:00:00Z,2025-10-11T08:09:56Z,vehicle,car,7814,596,568,3.2038,0
21007A05-,HOPITAL ERASME (ULB),"ROUTE DE LENNIK 808, 1070, BRUXELLES (ANDERLECHT)","HOPITAL ERASME (ULB) -- ROUTE DE LENNIK 808, 1070, BRUXELLES (ANDERLECHT)","c(4.26493487872077, 50.8138125)",1,1,1,2025-10-11T08:00:00Z,2025-10-11T08:09:20Z,vehicle,car,7564,560,535,3.0685,0
21007A071,HOPITAL ERASME (ULB),"ROUTE DE LENNIK 808, 1070, BRUXELLES (ANDERLECHT)","HOPITAL ERASME (ULB) -- ROUTE DE LENNIK 808, 1070, BRUXELLES (ANDERLECHT)","c(4.26493487872077, 50.8138125)",1,1,1,2025-10-11T08:00:00Z,2025-10-11T08:15:11Z,vehicle,car,8632,911,876,4.0804,0
21016A533,HOPITAL ERASME (ULB),"ROUTE DE LENNIK 808, 1070, BRUXELLES (ANDERLECHT)","HOPITAL ERASME (ULB) -- ROUTE DE LENNIK 808, 1070, BRUXELLES (ANDERLECHT)","c(4.26493487872077, 50.8138125)",1,1,1,2025-10-11T08:00:00Z,2025-10-11T08:12:55Z,vehicle,car,8762,775,723,3.6527,0
21016A64-,HOPITAL ERASME (ULB),"ROUTE DE LENNIK 808, 1070, BRUXELLES (ANDERLECHT)","HOPITAL ERASME (ULB) -- ROUTE DE LENNIK 808, 1070, BRUXELLES (ANDERLECHT)","c(4.26493487872077, 50.8138125)",1,1,1,2025-10-11T08:00:00Z,2025-10-11T08:11:44Z,vehicle,car,8227,704,661,3.4767,0
21016A65-,HOPITAL ERASME (ULB),"ROUTE DE LENNIK 808, 1070, BRUXELLES (ANDERLECHT)","HOPITAL ERASME (ULB) -- ROUTE DE LENNIK 808, 1070, BRUXELLES (ANDERLECHT)","c(4.26493487872077, 50.8138125)",1,1,1,2025-10-11T08:00:00Z,2025-10-11T08:12:23Z,vehicle,car,8773,743,683,3.7043,0
21016A71-,HOPITAL ERASME (ULB),"ROUTE DE LENNIK 808, 1070, BRUXELLES (ANDERLECHT)","HOPITAL ERASME (ULB) -- ROUTE DE LENNIK 808, 1070, BRUXELLES (ANDERLECHT)","c(4.26493487872077, 50.8138125)",1,1,1,2025-10-11T08:00:00Z,2025-10-11T08:11:02Z,vehicle,car,8074,662,626,3.239,0
21016A72-,HOPITAL ERASME (ULB),"ROUTE DE LENNIK 808, 1070, BRUXELLES (ANDERLECHT)","HOPITAL ERASME (ULB) -- ROUTE DE LENNIK 808, 1070, BRUXELLES (ANDERLECHT)","c(4.26493487872077, 50.8138125)",1,1,1,2025-10-11T08:00:00Z,2025-10-11T08:10:49Z,vehicle,car,8000,649,625,3.3143,0
21016A772,HOPITAL ERASME (ULB),"ROUTE DE LENNIK 808, 1070, BRUXELLES (ANDERLECHT)","HOPITAL ERASME (ULB) -- ROUTE DE LENNIK 808, 1070, BRUXELLES (ANDERLECHT)","c(4.26493487872077, 50.8138125)",1,1,1,2025-10-11T08:00:00Z,2025-10-11T08:09:27Z,vehicle,car,7638,567,538,3.1226,0
23003A022,HOPITAL ERASME (ULB),"ROUTE DE LENNIK 808, 1070, BRUXELLES (ANDERLECHT)","HOPITAL ERASME (ULB) -- ROUTE DE LENNIK 808, 1070, BRUXELLES (ANDERLECHT)","c(4.26493487872077, 50.8138125)",1,1,1,2025-10-11T08:00:00Z,2025-10-11T08:11:28Z,vehicle,car,11594,688,660,4.0673,0
23003A09-,HOPITAL ERASME (ULB),"ROUTE DE LENNIK 808, 1070, BRUXELLES (ANDERLECHT)","HOPITAL ERASME (ULB) -- ROUTE DE LENNIK 808, 1070, BRUXELLES (ANDERLECHT)","c(4.26493487872077, 50.8138125)",1,1,1,2025-10-11T08:00:00Z,2025-10-11T08:10:20Z,vehicle,car,10385,620,608,3.7678,0
23003A212,HOPITAL ERASME (ULB),"ROUTE DE LENNIK 808, 1070, BRUXELLES (ANDERLECHT)","HOPITAL ERASME (ULB) -- ROUTE DE LENNIK 808, 1070, BRUXELLES (ANDERLECHT)","c(4.26493487872077, 50.8138125)",1,1,1,2025-10-11T08:00:00Z,2025-10-11T08:09:22Z,vehicle,car,9974,562,551,3.6981,0
23003D00-,HOPITAL ERASME (ULB),"ROUTE DE LENNIK 808, 1070, BRUXELLES (ANDERLECHT)","HOPITAL ERASME (ULB) -- ROUTE DE LENNIK 808, 1070, BRUXELLES (ANDERLECHT)","c(4.26493487872077, 50.8138125)",1,1,1,2025-10-11T08:00:00Z,2025-10-11T08:12:03Z,vehicle,car,13175,723,704,5.0123,0
23003D01-,HOPITAL ERASME (ULB),"ROUTE DE LENNIK 808, 1070, BRUXELLES (ANDERLECHT)","HOPITAL ERASME (ULB) -- ROUTE DE LENNIK 808, 1070, BRUXELLES (ANDERLECHT)","c(4.26493487872077, 50.8138125)",1,1,1,2025-10-11T08:00:00Z,2025-10-11T08:14:07Z,vehicle,car,14405,847,816,5.6214,0
23003D030,HOPITAL ERASME (ULB),"ROUTE DE LENNIK 808, 1070, BRUXELLES (ANDERLECHT)","HOPITAL ERASME (ULB) -- ROUTE DE LENNIK 808, 1070, BRUXELLES (ANDERLECHT)","c(4.26493487872077, 50.8138125)",1,1,1,2025-10-11T08:00:00Z,2025-10-11T08:12:16Z,vehicle,car,13236,736,711,5.0341,0
23003D042,HOPITAL ERASME (ULB),"ROUTE DE LENNIK 808, 1070, BRUXELLES (ANDERLECHT)","HOPITAL ERASME (ULB) -- ROUTE DE LENNIK 808, 1070, BRUXELLES (ANDERLECHT)","c(4.26493487872077, 50.8138125)",1,1,1,2025-10-11T08:00:00Z,2025-10-11T08:10:38Z,vehicle,car,12545,638,625,4.5763,0
23003D091,HOPITAL ERASME (ULB),"ROUTE DE LENNIK 808, 1070, BRUXELLES (ANDERLECHT)","HOPITAL ERASME (ULB) -- ROUTE DE LENNIK 808, 1070, BRUXELLES (ANDERLECHT)","c(4.26493487872077, 50.8138125)",1,1,1,2025-10-11T08:00:00Z,2025-10-11T08:11:24Z,vehicle,car,12573,684,672,4.6961,0
23003D0MS,HOPITAL ERASME (ULB),"ROUTE DE LENNIK 808, 1070, BRUXELLES (ANDERLECHT)","HOPITAL ERASME (ULB) -- ROUTE DE LENNIK 808, 1070, BRUXELLES (ANDERLECHT)","c(4.26493487872077, 50.8138125)",1,1,1,2025-10-11T08:00:00Z,2025-10-11T08:15:12Z,vehicle,car,10094,912,854,4.5083,0
23003D0NS,HOPITAL ERASME (ULB),"ROUTE DE LENNIK 808, 1070, BRUXELLES (ANDERLECHT)","HOPITAL ERASME (ULB) -- ROUTE DE LENNIK 808, 1070, BRUXELLES (ANDERLECHT)","c(4.26493487872077, 50.8138125)",1,1,1,2025-10-11T08:00:00Z,2025-10-11T08:13:54Z,vehicle,car,12804,834,809,4.9251,0
23003E00-,HOPITAL ERASME (ULB),"ROUTE DE LENNIK 808, 1070, BRUXELLES (ANDERLECHT)","HOPITAL ERASME (ULB) -- ROUTE DE LENNIK 808, 1070, BRUXELLES (ANDERLECHT)","c(4.26493487872077, 50.8138125)",1,1,1,2025-10-11T08:00:00Z,2025-10-11T08:11:23Z,vehicle,car,10878,683,668,4.1514,0
23003E032,HOPITAL ERASME (ULB),"ROUTE DE LENNIK 808, 1070, BRUXELLES (ANDERLECHT)","HOPITAL ERASME (ULB) -- ROUTE DE LENNIK 808, 1070, BRUXELLES (ANDERLECHT)","c(4.26493487872077, 50.8138125)",1,1,1,2025-10-11T08:00:00Z,2025-10-11T08:10:10Z,vehicle,car,10328,610,595,3.8889,0
23003E0MS,HOPITAL ERASME (ULB),"ROUTE DE LENNIK 808, 1070, BRUXELLES (ANDERLECHT)","HOPITAL ERASME (ULB) -- ROUTE DE LENNIK 808, 1070, BRUXELLES (ANDERLECHT)","c(4.26493487872077, 50.8138125)",1,1,1,2025-10-11T08:00:00Z,2025-10-11T08:13:36Z,vehicle,car,9354,816,758,4.1308,0
23003E0NS,HOPITAL ERASME (ULB),"ROUTE DE LENNIK 808, 1070, BRUXELLES (ANDERLECHT)","HOPITAL ERASME (ULB) -- ROUTE DE LENNIK 808, 1070, BRUXELLES (ANDERLECHT)","c(4.26493487872077, 50.8138125)",1,1,1,2025-10-11T08:00:00Z,2025-10-11T08:13:39Z,vehicle,car,12343,819,800,4.8289,0
23003E0PS,HOPITAL ERASME (ULB),"ROUTE DE LENNIK 808, 1070, BRUXELLES (ANDERLECHT)","HOPITAL ERASME (ULB) -- ROUTE DE LENNIK 808, 1070, BRUXELLES (ANDERLECHT)","c(4.26493487872077, 50.8138125)",1,1,1,2025-10-11T08:00:00Z,2025-10-11T08:09:47Z,vehicle,car,10057,587,573,3.7735,0
23003E11-,HOPITAL ERASME (ULB),"ROUTE DE LENNIK 808, 1070, BRUXELLES (ANDERLECHT)","HOPITAL ERASME (ULB) -- ROUTE DE LENNIK 808, 1070, BRUXELLES (ANDERLECHT)","c(4.26493487872077, 50.8138125)",1,1,1,2025-10-11T08:00:00Z,2025-10-11T08:11:14Z,vehicle,car,11288,674,648,4.1621,0
23016A091,HOPITAL ERASME (ULB),"ROUTE DE LENNIK 808, 1070, BRUXELLES (ANDERLECHT)","HOPITAL ERASME (ULB) -- ROUTE DE LENNIK 808, 1070, BRUXELLES (ANDERLECHT)","c(4.26493487872077, 50.8138125)",1,1,1,2025-10-11T08:00:00Z,2025-10-11T08:07:26Z,vehicle,car,6495,446,425,2.4102,0
23016A500,HOPITAL ERASME (ULB),"ROUTE DE LENNIK 808, 1070, BRUXELLES (ANDERLECHT)","HOPITAL ERASME (ULB) -- ROUTE DE LENNIK 808, 1070, BRUXELLES (ANDERLECHT)","c(4.26493487872077, 50.8138125)",1,1,1,2025-10-11T08:00:00Z,2025-10-11T08:10:11Z,vehicle,car,9114,611,584,3.6158,0
